Timestamp,Heart Rate (bpm),SpO2 (%),Steps (cumulative),Calories Burned (cumulative),Activity Level,Sleep Status
2024-12-25 00:00:00,68.90232166619607,96.35115861165214,3,0.15940694649190218,Vigorous,Asleep
2024-12-25 00:01:00,65.65511970172949,99.10647999179726,4,0.20608902638022886,Sedentary,Asleep
2024-12-25 00:02:00,84.0240467670355,99.69998457663061,6,0.279320708978251,Moderate,Asleep
2024-12-25 00:03:00,71.21503001543913,96.78856511710839,7,0.31159165635727226,Sedentary,Asleep
2024-12-25 00:04:00,73.08118480692761,98.11562120987455,9,0.4243174434072607,Sedentary,Asleep
2024-12-25 00:05:00,70.50378470321151,99.53257070784852,11,0.49125554492516954,Sedentary,Asleep
2024-12-25 00:06:00,69.60580637185316,99.44583748853262,12,0.5374185416013264,Vigorous,Asleep
2024-12-25 00:07:00,66.51256887290631,98.06581743205656,12,0.5374185416013264,Sedentary,Asleep
2024-12-25 00:08:00,55.89994082502106,97.90094954195672,12,0.5374185416013264,Sedentary,Asleep
2024-12-25 00:09:00,67.62082297981621,97.02249663081425,13,0.5936880318204757,Light,Asleep
2024-12-25 00:10:00,74.66857250797621,98.26389823608257,13,0.5936880318204757,Moderate,Asleep
2024-12-25 00:11:00,66.77458806226682,99.28042485908752,13,0.5936880318204757,Moderate,Asleep
2024-12-25 00:12:00,50.0,97.6293511447617,16,0.771064810658501,Sedentary,Asleep
2024-12-25 00:13:00,66.06392052489412,96.60247166196166,19,0.9329151935494508,Sedentary,Asleep
2024-12-25 00:14:00,69.46541374142328,96.98146683084161,20,0.9772091719622741,Sedentary,Asleep
2024-12-25 00:15:00,68.2697669158349,98.69529873518485,23,1.1058289684586535,Sedentary,Asleep
2024-12-25 00:16:00,73.66137137384544,99.20259879970983,25,1.2213647058600952,Sedentary,Asleep
2024-12-25 00:17:00,54.403925191424186,96.84416510716349,27,1.2889025366599989,Sedentary,Asleep
2024-12-25 00:18:00,59.36636426070261,97.4018695112392,30,1.3943329099136232,Sedentary,Asleep
2024-12-25 00:19:00,63.472135229139475,96.49914814829528,33,1.5245147879600482,Light,Asleep
2024-12-25 00:20:00,73.14138484577812,97.3030103616804,36,1.64084568917283,Light,Asleep
2024-12-25 00:21:00,87.02901665175399,97.67480004125531,39,1.7364178279757643,Light,Asleep
2024-12-25 00:22:00,82.00259752480872,98.26034422664789,40,1.7867414276756954,Sedentary,Asleep
2024-12-25 00:23:00,60.632590862778216,98.13388394235514,41,1.8306953564118837,Sedentary,Asleep
2024-12-25 00:24:00,74.2919159866002,98.35876096121949,42,1.872611746547071,Sedentary,Asleep
2024-12-25 00:25:00,64.12598475765509,94.97893793307622,44,1.9679104843728128,Moderate,Asleep
2024-12-25 00:26:00,53.56552988469331,96.90915029126282,47,2.116922558080004,Sedentary,Asleep
2024-12-25 00:27:00,71.37564996801332,98.67024987059708,50,2.2465348996161585,Sedentary,Asleep
2024-12-25 00:28:00,55.99185963712432,99.12409561734755,52,2.336298195174129,Light,Asleep
2024-12-25 00:29:00,63.17807842613311,98.58545317094756,55,2.4403593003611492,Sedentary,Asleep
2024-12-25 00:30:00,50.0,98.33411736670031,56,2.481228674330814,Sedentary,Asleep
2024-12-25 00:31:00,63.96183603687784,98.40156562882042,59,2.6023487402145027,Sedentary,Asleep
2024-12-25 00:32:00,73.06204942523412,97.04929425445215,61,2.681291621841689,Sedentary,Asleep
2024-12-25 00:33:00,55.90543314387336,97.98013494510045,61,2.681291621841689,Vigorous,Asleep
2024-12-25 00:34:00,84.51861777997118,97.97792732233194,62,2.719280328641268,Sedentary,Asleep
2024-12-25 00:35:00,62.99879158183579,97.68696693458907,65,2.8662922470186465,Moderate,Asleep
2024-12-25 00:36:00,75.39539518089204,96.40916854544353,66,2.926173021432317,Sedentary,Asleep
2024-12-25 00:37:00,82.21398230847622,99.86431585114158,66,2.926173021432317,Moderate,Asleep
2024-12-25 00:38:00,63.05270002818957,96.90231006795437,69,3.075632556514044,Light,Asleep
2024-12-25 00:39:00,63.83244822156727,98.93473125823122,72,3.191123609019534,Sedentary,Asleep
2024-12-25 00:40:00,70.21330830137282,99.23828358925478,74,3.306755161058439,Vigorous,Asleep
2024-12-25 00:41:00,86.18428547029733,96.47091425014821,76,3.371568024601724,Sedentary,Asleep
2024-12-25 00:42:00,50.0,96.5989612289862,77,3.4275285657565746,Sedentary,Asleep
2024-12-25 00:43:00,66.38293172048624,100.0,79,3.5440210915518673,Light,Asleep
2024-12-25 00:44:00,67.81444071172878,97.62081663123715,82,3.653416267592252,Sedentary,Asleep
2024-12-25 00:45:00,56.172929258746876,98.58593906648345,85,3.7753139708629946,Light,Asleep
2024-12-25 00:46:00,77.56360608064644,97.33519346847753,85,3.7753139708629946,Light,Asleep
2024-12-25 00:47:00,63.26765553530525,98.12504758004378,87,3.840095688716775,Sedentary,Asleep
2024-12-25 00:48:00,50.0,99.31503938186803,90,3.9938483749205442,Light,Asleep
2024-12-25 00:49:00,66.33877755033934,96.22072251282445,90,3.9938483749205442,Sedentary,Asleep
2024-12-25 00:50:00,67.9541692574578,97.83354192171599,92,4.077084620401351,Sedentary,Asleep
2024-12-25 00:51:00,73.92766541657012,99.59838076217179,94,4.140437237796242,Sedentary,Asleep
2024-12-25 00:52:00,66.10167497741278,97.87238277711302,96,4.211779998984374,Moderate,Asleep
2024-12-25 00:53:00,62.952993906022726,97.50055354903375,97,4.263412004107539,Sedentary,Asleep
2024-12-25 00:54:00,75.35104677677161,98.25914735588862,99,4.352204964939875,Moderate,Asleep
2024-12-25 00:55:00,71.21832994022999,98.40225381145223,99,4.352204964939875,Sedentary,Asleep
2024-12-25 00:56:00,61.968549465452384,97.63943876881127,100,4.402464071786932,Sedentary,Asleep
2024-12-25 00:57:00,74.16981691268596,96.88438590497626,100,4.402464071786932,Light,Asleep
2024-12-25 00:58:00,62.94084712933568,96.29423813509018,103,4.565043279005641,Sedentary,Asleep
2024-12-25 00:59:00,53.53259299926337,97.05355385180007,103,4.565043279005641,Sedentary,Asleep
2024-12-25 01:00:00,70.67280937856381,98.43762620509223,103,4.565043279005641,Sedentary,Asleep
2024-12-25 01:01:00,74.45537076851103,98.3346691031095,106,4.670141165270953,Sedentary,Asleep
2024-12-25 01:02:00,65.19915487436904,98.05583513317717,106,4.670141165270953,Light,Asleep
2024-12-25 01:03:00,87.71084970297954,96.65042918263245,106,4.670141165270953,Moderate,Asleep
2024-12-25 01:04:00,50.0,96.79950808754884,109,4.850123399102232,Moderate,Asleep
2024-12-25 01:05:00,73.32111935068481,98.34222845089597,110,4.90747998998489,Sedentary,Asleep
2024-12-25 01:06:00,87.24268020873686,99.90996545559263,113,5.047931208719506,Light,Asleep
2024-12-25 01:07:00,63.06904309898521,98.68906025434408,113,5.047931208719506,Sedentary,Asleep
2024-12-25 01:08:00,69.97015917355657,96.81939335159419,115,5.109496148578519,Sedentary,Asleep
2024-12-25 01:09:00,67.24976747273409,98.74956341851707,116,5.14513641736266,Sedentary,Asleep
2024-12-25 01:10:00,62.227802132122804,100.0,116,5.14513641736266,Sedentary,Asleep
2024-12-25 01:11:00,61.22101081767224,99.2287869846325,117,5.187937643869989,Moderate,Asleep
2024-12-25 01:12:00,61.23640561404256,98.20083153850479,120,5.355206984495258,Sedentary,Asleep
2024-12-25 01:13:00,67.14950023382316,96.84899739626229,123,5.456787090654878,Sedentary,Asleep
2024-12-25 01:14:00,73.70520102205754,95.7138038055251,123,5.456787090654878,Moderate,Asleep
2024-12-25 01:15:00,73.88477414541819,97.66268992294877,124,5.498867219887723,Sedentary,Asleep
2024-12-25 01:16:00,83.20395904511984,98.71639369189978,126,5.605732568917502,Sedentary,Asleep
2024-12-25 01:17:00,68.63119605005713,98.1615057354997,127,5.646100396236217,Sedentary,Asleep
2024-12-25 01:18:00,78.42458444100538,98.25328213080094,128,5.689225989947199,Moderate,Asleep
2024-12-25 01:19:00,84.69781956324117,99.32358636384349,131,5.7951009246586125,Sedentary,Asleep
2024-12-25 01:20:00,70.25937615019315,97.85063008556479,133,5.871524205055287,Light,Asleep
2024-12-25 01:21:00,89.13913986570125,97.53829824683304,133,5.871524205055287,Light,Asleep
2024-12-25 01:22:00,71.82442351596002,98.96588699492831,134,5.92371550264293,Sedentary,Asleep
2024-12-25 01:23:00,64.89201551576568,100.0,137,6.025154822579284,Sedentary,Asleep
2024-12-25 01:24:00,67.99107896147129,96.81578757604933,140,6.1545645175007335,Light,Asleep
2024-12-25 01:25:00,54.92371735080747,97.64901709915576,142,6.2231034614567085,Sedentary,Asleep
2024-12-25 01:26:00,56.98240156961795,99.60313787942897,144,6.288304063678122,Light,Asleep
2024-12-25 01:27:00,65.98599134377822,96.52017222383172,147,6.445138348882229,Vigorous,Asleep
2024-12-25 01:28:00,55.09016147699185,96.55429406915755,148,6.480768493784904,Sedentary,Asleep
2024-12-25 01:29:00,82.28838366355433,96.77153294770812,151,6.6012010916624435,Sedentary,Asleep
2024-12-25 01:30:00,71.37838708918771,98.47294078695012,151,6.6012010916624435,Light,Asleep
2024-12-25 01:31:00,80.72819372097688,97.39928201316303,154,6.6989534588021,Light,Asleep
2024-12-25 01:32:00,74.62324458687532,96.94470017164775,155,6.75269751510454,Sedentary,Asleep
2024-12-25 01:33:00,72.32364265393642,98.01323969814207,158,6.883881869136091,Sedentary,Asleep
2024-12-25 01:34:00,74.08373661488505,97.31306086415246,158,6.883881869136091,Sedentary,Asleep
2024-12-25 01:35:00,65.78539967194997,96.34307204372476,159,6.915090789011279,Light,Asleep
2024-12-25 01:36:00,64.09567537959109,98.19131766497026,162,7.023498681706686,Light,Asleep
2024-12-25 01:37:00,68.88453617411884,97.49077447573362,163,7.069027765306861,Sedentary,Asleep
2024-12-25 01:38:00,64.77605688610664,98.37203210805684,165,7.1665224322144,Sedentary,Asleep
2024-12-25 01:39:00,68.29978823673294,96.41588204423684,165,7.1665224322144,Light,Asleep
2024-12-25 01:40:00,83.93158685440017,97.51746598958016,165,7.1665224322144,Vigorous,Asleep
2024-12-25 01:41:00,87.96709916973776,97.42472174340399,168,7.266536729493432,Sedentary,Asleep
2024-12-25 01:42:00,63.166086347116675,96.4491096299988,171,7.3753636721102716,Sedentary,Asleep
2024-12-25 01:43:00,73.02142803894179,96.11231653962628,171,7.3753636721102716,Vigorous,Asleep
2024-12-25 01:44:00,61.35723764902682,98.84362296680669,171,7.3753636721102716,Sedentary,Asleep
2024-12-25 01:45:00,84.61596156778837,98.09811954146001,171,7.3753636721102716,Sedentary,Asleep
2024-12-25 01:46:00,64.41196287424673,95.63796372523814,172,7.426285397205595,Sedentary,Asleep
2024-12-25 01:47:00,72.64638729340213,97.80829626028599,175,7.595405072071447,Moderate,Asleep
2024-12-25 01:48:00,89.11425608376915,98.86357359210083,175,7.595405072071447,Sedentary,Asleep
2024-12-25 01:49:00,56.22683763340769,99.48291922587208,176,7.6346452322913905,Sedentary,Asleep
2024-12-25 01:50:00,72.07950989744121,98.61934317521194,178,7.699093807267215,Light,Asleep
2024-12-25 01:51:00,64.12628007639748,99.29399325626358,179,7.733440120153218,Sedentary,Asleep
2024-12-25 01:52:00,73.7918104260984,99.14148304258785,180,7.785058604575424,Moderate,Asleep
2024-12-25 01:53:00,79.29943908838013,96.8255145780815,180,7.785058604575424,Sedentary,Asleep
2024-12-25 01:54:00,72.53998028011324,96.73900654430305,181,7.838076376011813,Light,Asleep
